object_id,RA,Dec,Surprisal_Score,Status,Matched_Catalog,Match_Sep_arcsec,Confidence,Period_Guess_Hours,Phase_Sharpness,Period_False_Alarm_Prob,Num_Specular_Glints,Material_Inference,Orbital_Regime,Rate_deg_day,Rate_arcsec_sec
ZTF_MOCK_D0130,119.42064,35.30566,7.143,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,3.46,1.0,1.0,3,MLI_KAPTON_LIKE (red-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.00971,0.0004
ZTF_MOCK_D0116,121.73419,34.82429,7.016,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,9.16,0.926,0.0018,1,INSUFFICIENT_GLINTS,GEO_BELT_DRIFTER_CANDIDATE,0.00607,0.00025
ZTF_MOCK_D0074,120.2433,34.2922,6.791,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,8.23,0.658,0.6274,2,NEUTRAL_OR_ALUMINUM,GEO_BELT_DRIFTER_CANDIDATE,0.00827,0.00034
ZTF_MOCK_D0112,119.79941,34.82571,6.769,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,0.47,1.0,1.0,3,MLI_KAPTON_LIKE (red-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.00954,0.0004
ZTF_MOCK_D0004,120.7414,35.0936,6.729,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,0.27,1.0,1.0,3,MLI_KAPTON_LIKE (red-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.00869,0.00036
ZTF_MOCK_D0010,120.41962,34.74109,6.706,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,0.23,0.996,1.0,6,SOLAR_CELL_LIKE (blue-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.00601,0.00025
ZTF_MOCK_D0013,119.87882,34.34243,6.624,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,0.65,0.944,0.9439,10,MLI_KAPTON_LIKE (red-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.00654,0.00027
ZTF_MOCK_D0023,118.61555,34.17673,6.593,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,1.67,0.997,1.0,5,NEUTRAL_OR_ALUMINUM,GEO_BELT_DRIFTER_CANDIDATE,0.00939,0.00039
ZTF_MOCK_D0019,120.50165,35.53675,6.533,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,0.21,0.998,1.0,4,MLI_KAPTON_LIKE (red-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.00974,0.00041
ZTF_MOCK_D0036,120.30064,35.26757,6.51,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,0.22,0.997,1.0,5,NEUTRAL_OR_ALUMINUM,GEO_BELT_DRIFTER_CANDIDATE,0.01001,0.00042
ZTF_MOCK_D0054,122.17372,34.63208,6.501,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,0.69,1.0,1.0,4,MLI_KAPTON_LIKE (red-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.00747,0.00031
ZTF_MOCK_D0009,119.63901,35.6565,6.478,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,3.15,1.0,1.0,3,MLI_KAPTON_LIKE (red-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.00747,0.00031
ZTF_MOCK_D0056,120.21869,34.67838,6.426,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,0.28,0.962,1.0,8,SOLAR_CELL_LIKE (blue-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.00822,0.00034
ZTF_MOCK_D0024,120.46868,35.25732,6.362,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,0.98,0.945,1.0,8,MLI_KAPTON_LIKE (red-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.00634,0.00026
ZTF_MOCK_D0058,120.80467,33.76879,6.333,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,0.55,0.999,1.0,4,MLI_KAPTON_LIKE (red-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.00824,0.00034
ZTF_MOCK_D0008,119.46244,34.82353,6.155,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,0.62,0.995,1.0,5,SOLAR_CELL_LIKE (blue-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.00761,0.00032
ZTF_MOCK_D0124,120.6785,34.50777,6.05,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,0.96,0.706,0.6302,0,INSUFFICIENT_GLINTS,GEO_BELT_DRIFTER_CANDIDATE,0.00511,0.00021
ZTF_MOCK_D0076,119.37532,34.8663,5.911,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,1.09,0.999,1.0,4,MLI_KAPTON_LIKE (red-dominant glints),SIDEREAL_STATIONARY,0.00449,0.00019
ZTF_MOCK_D0057,119.67833,34.92413,5.764,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,1.48,0.999,1.0,6,MLI_KAPTON_LIKE (red-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.00866,0.00036
ZTF_MOCK_D0028,120.00487,35.30509,5.673,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,11.33,0.724,0.1873,2,NEUTRAL_OR_ALUMINUM,GEO_BELT_DRIFTER_CANDIDATE,0.00531,0.00022
ZTF_MOCK_D0106,120.8124,34.24536,5.669,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,2.86,1.0,1.0,3,SOLAR_CELL_LIKE (blue-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.00845,0.00035
ZTF_MOCK_D0014,119.70144,35.13159,5.6,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,0.22,0.995,1.0,5,MLI_KAPTON_LIKE (red-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.01016,0.00042
ZTF_MOCK_D0121,119.48634,34.37133,5.58,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,0.54,0.673,0.1482,2,MLI_KAPTON_LIKE (red-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.00938,0.00039
ZTF_MOCK_D0043,120.34654,35.73629,5.556,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,5.14,0.862,0.0004,2,MLI_KAPTON_LIKE (red-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.00905,0.00038
ZTF_MOCK_D0128,122.07708,35.37158,5.298,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,11.51,0.828,0.0114,2,MLI_KAPTON_LIKE (red-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.00998,0.00042
ZTF_MOCK_D0052,119.73886,35.56297,5.288,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,0.45,1.0,1.0,3,SOLAR_CELL_LIKE (blue-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.00551,0.00023
ZTF_MOCK_D0141,122.61266,34.16129,5.259,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,0.72,0.999,1.0,4,SOLAR_CELL_LIKE (blue-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.00924,0.00038
ZTF_MOCK_D0032,120.23566,35.50467,5.213,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,0.26,1.0,1.0,3,SOLAR_CELL_LIKE (blue-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.00786,0.00033
ZTF_MOCK_D0079,120.75938,34.90979,5.201,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,2.29,0.999,1.0,6,SOLAR_CELL_LIKE (blue-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.00594,0.00025
ZTF_MOCK_D0087,121.14053,35.5291,5.192,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,0.43,0.999,1.0,4,MLI_KAPTON_LIKE (red-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.00559,0.00023
ZTF_MOCK_00224,119.1128,34.98924,5.189,KNOWN_STAR_OR_QSO,GAIA_MOCK_000587 (Eclipsing_Binary),0.04,HIGH,1.57,1.0,1.0,3,SOLAR_CELL_LIKE (blue-dominant glints),SIDEREAL_STATIONARY,0.0,0.0
ZTF_MOCK_D0138,120.45842,35.07941,5.136,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,0.25,0.999,1.0,4,MLI_KAPTON_LIKE (red-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.00517,0.00022
ZTF_MOCK_D0066,119.52109,34.90908,5.107,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,3.72,0.836,0.0011,2,SOLAR_CELL_LIKE (blue-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.0076,0.00032
ZTF_MOCK_D0031,119.91262,34.39706,5.107,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,2.01,0.994,1.0,6,NEUTRAL_OR_ALUMINUM,GEO_BELT_DRIFTER_CANDIDATE,0.00819,0.00034
ZTF_MOCK_D0042,118.70174,35.3715,5.089,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,0.37,0.998,1.0,5,MLI_KAPTON_LIKE (red-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.00552,0.00023
ZTF_MOCK_D0144,120.02675,35.86549,5.074,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,7.71,0.846,0.0,2,MLI_KAPTON_LIKE (red-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.00696,0.00029
ZTF_MOCK_00378,119.35205,34.0625,5.027,KNOWN_STAR_OR_QSO,GAIA_MOCK_000128 (Eclipsing_Binary),0.05,HIGH,1.27,0.602,0.4349,2,NEUTRAL_OR_ALUMINUM,SIDEREAL_STATIONARY,0.0,0.0
ZTF_MOCK_D0044,121.57654,33.71017,4.993,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,0.46,0.997,1.0,5,MLI_KAPTON_LIKE (red-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.00604,0.00025
ZTF_MOCK_D0022,118.48797,34.79923,4.979,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,0.46,0.957,1.0,8,MLI_KAPTON_LIKE (red-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.00636,0.00027
ZTF_MOCK_D0007,120.24399,36.9614,4.977,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,0.21,0.999,1.0,5,SOLAR_CELL_LIKE (blue-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.00968,0.0004
ZTF_MOCK_D0053,120.31325,34.22778,4.953,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,9.95,0.943,0.0,1,INSUFFICIENT_GLINTS,GEO_BELT_DRIFTER_CANDIDATE,0.00947,0.00039
ZTF_MOCK_D0127,121.63359,35.04707,4.934,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,0.44,0.994,1.0,5,MLI_KAPTON_LIKE (red-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.00631,0.00026
ZTF_MOCK_D0038,122.26298,35.44265,4.897,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,0.27,0.979,1.0,7,NEUTRAL_OR_ALUMINUM,GEO_BELT_DRIFTER_CANDIDATE,0.0099,0.00041
ZTF_MOCK_D0088,119.7622,35.09778,4.873,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,0.25,0.999,1.0,5,SOLAR_CELL_LIKE (blue-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.00721,0.0003
ZTF_MOCK_D0018,119.70039,34.34027,4.869,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,6.21,0.923,0.0,1,INSUFFICIENT_GLINTS,GEO_BELT_DRIFTER_CANDIDATE,0.00693,0.00029
ZTF_MOCK_D0115,120.24172,34.50768,4.867,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,0.21,1.0,1.0,3,MLI_KAPTON_LIKE (red-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.00862,0.00036
ZTF_MOCK_D0082,119.6304,35.65759,4.846,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,0.3,0.998,1.0,5,SOLAR_CELL_LIKE (blue-dominant glints),SIDEREAL_STATIONARY,0.00455,0.00019
ZTF_MOCK_D0126,120.27641,34.59133,4.841,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,0.24,0.985,1.0,6,SOLAR_CELL_LIKE (blue-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.00926,0.00039
ZTF_MOCK_D0072,122.11556,35.21204,4.815,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,0.21,0.995,1.0,5,MLI_KAPTON_LIKE (red-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.00645,0.00027
ZTF_MOCK_D0092,118.12146,35.62217,4.777,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,0.59,0.999,1.0,5,MLI_KAPTON_LIKE (red-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.01019,0.00042
ZTF_MOCK_00570,120.99577,36.29155,4.765,KNOWN_STAR_OR_QSO,GAIA_MOCK_000139 (Eclipsing_Binary),0.02,HIGH,0.37,0.754,0.5286,0,INSUFFICIENT_GLINTS,SIDEREAL_STATIONARY,0.0,0.0
ZTF_MOCK_D0005,121.73994,34.61403,4.754,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,0.3,0.996,1.0,5,SOLAR_CELL_LIKE (blue-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.00868,0.00036
ZTF_MOCK_D0063,119.71431,34.6798,4.74,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,1.42,0.966,1.0,7,MLI_KAPTON_LIKE (red-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.00808,0.00034
ZTF_MOCK_D0001,120.63102,34.28262,4.727,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,5.36,0.838,0.1292,2,NEUTRAL_OR_ALUMINUM,GEO_BELT_DRIFTER_CANDIDATE,0.00725,0.0003
ZTF_MOCK_D0101,120.29791,34.88977,4.711,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,0.21,0.997,1.0,5,SOLAR_CELL_LIKE (blue-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.00981,0.00041
ZTF_MOCK_D0096,120.6306,34.73908,4.666,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,0.23,0.999,1.0,4,MLI_KAPTON_LIKE (red-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.01154,0.00048
ZTF_MOCK_D0069,120.49657,34.19302,4.657,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,0.8,1.0,1.0,4,SOLAR_CELL_LIKE (blue-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.01097,0.00046
ZTF_MOCK_D0085,119.76865,34.71965,4.632,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,0.25,1.0,1.0,3,MLI_KAPTON_LIKE (red-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.0058,0.00024
ZTF_MOCK_D0046,119.48103,34.45861,4.605,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,0.28,0.998,1.0,5,NEUTRAL_OR_ALUMINUM,GEO_BELT_DRIFTER_CANDIDATE,0.00669,0.00028
ZTF_MOCK_D0120,120.08244,34.90015,4.569,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,0.21,1.0,1.0,3,SOLAR_CELL_LIKE (blue-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.00906,0.00038
ZTF_MOCK_D0059,118.95951,36.72997,4.565,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,0.54,0.997,1.0,5,NEUTRAL_OR_ALUMINUM,GEO_BELT_DRIFTER_CANDIDATE,0.01051,0.00044
ZTF_MOCK_D0035,119.58526,34.71514,4.512,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,1.03,0.912,1.0,9,MLI_KAPTON_LIKE (red-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.01145,0.00048
ZTF_MOCK_D0137,119.43605,34.98899,4.506,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,0.26,0.86,1.0,10,MLI_KAPTON_LIKE (red-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.00731,0.0003
ZTF_MOCK_D0136,118.76112,36.133,4.499,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,11.73,0.89,0.0,2,MLI_KAPTON_LIKE (red-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.01085,0.00045
ZTF_MOCK_D0117,120.38467,34.31295,4.498,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,3.71,0.677,0.3005,1,INSUFFICIENT_GLINTS,GEO_BELT_DRIFTER_CANDIDATE,0.0082,0.00034
ZTF_MOCK_D0090,120.26721,36.99005,4.47,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,3.15,0.808,0.0001,1,INSUFFICIENT_GLINTS,GEO_BELT_DRIFTER_CANDIDATE,0.00747,0.00031
ZTF_MOCK_00239,121.0533,35.21557,4.466,KNOWN_STAR_OR_QSO,GAIA_MOCK_000100 (Eclipsing_Binary),0.02,HIGH,0.25,1.0,1.0,3,NEUTRAL_OR_ALUMINUM,SIDEREAL_STATIONARY,0.0,0.0
ZTF_MOCK_00539,118.73575,33.94552,4.454,KNOWN_STAR_OR_QSO,GAIA_MOCK_000326 (QSO),0.01,HIGH,0.43,0.973,1.0,7,MLI_KAPTON_LIKE (red-dominant glints),SIDEREAL_STATIONARY,0.0,0.0
ZTF_MOCK_D0091,120.18252,34.63474,4.418,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,0.68,1.0,1.0,4,MLI_KAPTON_LIKE (red-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.01025,0.00043
ZTF_MOCK_D0070,120.36849,35.72931,4.377,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,6.34,0.812,0.2457,2,SOLAR_CELL_LIKE (blue-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.00813,0.00034
ZTF_MOCK_D0089,120.55031,35.23651,4.351,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,1.95,0.971,1.0,7,SOLAR_CELL_LIKE (blue-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.00656,0.00027
ZTF_MOCK_D0049,119.42432,36.65261,4.282,UNCORRELATED_ANOMALY,NONE,,VERY_HIGH,0.7,0.996,1.0,5,SOLAR_CELL_LIKE (blue-dominant glints),GEO_BELT_DRIFTER_CANDIDATE,0.00964,0.0004
