objid,mjd,magpsf,sigmapsf,fid,ra,dec
OBJ_002,59058.14405212097,16.297682890961877,0.03,2,150.02,20.0
OBJ_002,59060.731878497056,16.16320144411309,0.03,1,150.02,20.0
OBJ_002,59062.65390053068,16.236100170904518,0.03,2,150.02,20.0
OBJ_002,59062.65935954931,16.240174615927298,0.03,2,150.02,20.0
OBJ_002,59064.169426784414,16.19995303739542,0.03,1,150.02,20.0
OBJ_002,59064.432606223294,16.247151752314103,0.03,2,150.02,20.0
OBJ_002,59064.507561250735,16.14604891349544,0.03,1,150.02,20.0
OBJ_002,59065.35111598406,16.32391519748143,0.03,2,150.02,20.0
OBJ_002,59067.77449908791,16.150872823280643,0.03,1,150.02,20.0
OBJ_002,59071.03227934274,16.263965408973213,0.03,1,150.02,20.0
OBJ_002,59073.191968582774,16.161918911998004,0.03,1,150.02,20.0
OBJ_002,59073.96128024572,16.27551919750655,0.03,1,150.02,20.0
OBJ_002,59074.33614999534,16.198736344614513,0.03,2,150.02,20.0
OBJ_002,59077.665499872484,16.225896191303075,0.03,2,150.02,20.0
OBJ_002,59079.50768602702,16.220642233730302,0.03,2,150.02,20.0
OBJ_002,59080.89413887236,16.273011750696202,0.03,1,150.02,20.0
OBJ_002,59081.09972840806,16.201897673437816,0.03,2,150.02,20.0
OBJ_002,59083.13708216377,16.06961586044577,0.03,1,150.02,20.0
OBJ_002,59084.93099887063,16.179972106441742,0.03,1,150.02,20.0
OBJ_002,59089.28209057233,16.22716066209941,0.03,1,150.02,20.0
OBJ_002,59089.73092637653,16.19595163570145,0.03,2,150.02,20.0
OBJ_003,59001.089127410494,18.864473284898796,0.03,2,150.03,20.0
OBJ_003,59004.34390355017,18.81777487702685,0.03,2,150.03,20.0
OBJ_003,59006.06813484358,18.802365167849086,0.03,2,150.03,20.0
OBJ_003,59006.76194253855,18.82491814450936,0.03,2,150.03,20.0
OBJ_003,59007.31913221763,18.838910562273878,0.03,1,150.03,20.0
OBJ_003,59010.5877417736,18.767434852943687,0.03,1,150.03,20.0
OBJ_003,59014.83043868594,18.78833811076994,0.03,1,150.03,20.0
OBJ_003,59016.444103189606,18.810003797256925,0.03,2,150.03,20.0
OBJ_003,59017.24302765139,18.77566022868422,0.03,2,150.03,20.0
OBJ_003,59017.26354333217,18.79618553684672,0.03,2,150.03,20.0
OBJ_003,59017.84016277555,18.867751702832685,0.03,1,150.03,20.0
OBJ_003,59019.53604629649,18.754467121538983,0.03,2,150.03,20.0
OBJ_003,59022.37019087305,18.89919125023034,0.03,2,150.03,20.0
OBJ_003,59023.56776142686,18.896825333642685,0.03,2,150.03,20.0
OBJ_003,59024.940880049326,18.71718614287537,0.03,2,150.03,20.0
OBJ_003,59026.46687241515,18.795806981517934,0.03,1,150.03,20.0
OBJ_003,59027.28809113978,18.81999269325587,0.03,1,150.03,20.0
OBJ_003,59030.62914716426,18.764814560398264,0.03,1,150.03,20.0
OBJ_003,59031.981426305545,18.76580408958935,0.03,2,150.03,20.0
OBJ_003,59032.48742832455,18.790987329936858,0.03,1,150.03,20.0
OBJ_003,59034.455420800805,18.839817019129164,0.03,2,150.03,20.0
OBJ_003,59034.85654235467,18.77729142282623,0.03,2,150.03,20.0
OBJ_003,59034.890679076016,18.894192805354592,0.03,2,150.03,20.0
OBJ_003,59035.85019959884,18.817356814890513,0.03,1,150.03,20.0
OBJ_003,59038.522206713955,18.79772935056942,0.03,2,150.03,20.0
OBJ_003,59043.47075720904,18.875321099030156,0.03,2,150.03,20.0
OBJ_003,59045.537537065866,18.834172174526604,0.03,1,150.03,20.0
OBJ_003,59046.36443302124,18.821322453557965,0.03,1,150.03,20.0
OBJ_003,59047.50380703012,18.78630109563511,0.03,1,150.03,20.0
OBJ_003,59049.11739911174,18.89355739546822,0.03,2,150.03,20.0
OBJ_003,59049.594049621395,18.843449194260586,0.03,2,150.03,20.0
OBJ_003,59050.24510531775,18.79268754797635,0.03,1,150.03,20.0
OBJ_003,59050.70712263066,18.72399815723945,0.03,1,150.03,20.0
OBJ_003,59050.91965164946,18.82150569186168,0.03,2,150.03,20.0
OBJ_003,59051.921687880465,18.745671110168505,0.03,1,150.03,20.0
OBJ_003,59053.27125048927,18.71706081718567,0.03,1,150.03,20.0
OBJ_003,59054.34826919667,18.788900539500197,0.03,1,150.03,20.0
OBJ_003,59054.60232560665,18.816931669903116,0.03,2,150.03,20.0
OBJ_003,59054.97185950296,18.866982176457743,0.03,2,150.03,20.0
OBJ_003,59055.11075651017,18.816980706037846,0.03,1,150.03,20.0
OBJ_003,59056.151250374525,18.843159091132122,0.03,2,150.03,20.0
OBJ_003,59057.265528823955,18.741563979512428,0.03,1,150.03,20.0
OBJ_003,59057.36788813143,18.801731505900207,0.03,1,150.03,20.0
OBJ_003,59058.711406912014,18.80906868073881,0.03,2,150.03,20.0
OBJ_003,59060.81906977527,18.84597042400458,0.03,2,150.03,20.0
OBJ_003,59069.59381382371,18.808661148445136,0.03,2,150.03,20.0
OBJ_003,59070.99606400714,18.84306206267958,0.03,1,150.03,20.0
OBJ_003,59073.395936599314,18.777648152384728,0.03,2,150.03,20.0
OBJ_003,59073.91039454701,18.820755860084244,0.03,2,150.03,20.0
OBJ_003,59074.94460644422,18.823601434836306,0.03,2,150.03,20.0
OBJ_003,59075.8713243131,18.74036932854425,0.03,1,150.03,20.0
OBJ_003,59078.770542833176,18.811635046201967,0.03,2,150.03,20.0
OBJ_003,59078.92396039961,18.786839988426014,0.03,1,150.03,20.0
OBJ_003,59080.52556471982,18.707653717342783,0.03,1,150.03,20.0
OBJ_003,59080.79285916058,18.850778448780655,0.03,2,150.03,20.0
OBJ_003,59084.29094751269,18.78476518075837,0.03,2,150.03,20.0
OBJ_003,59084.75355399769,18.76023861186729,0.03,2,150.03,20.0
OBJ_003,59086.459839733725,18.783992277588894,0.03,1,150.03,20.0
OBJ_003,59087.446812885675,18.809768129931,0.03,1,150.03,20.0
OBJ_003,59088.719267167675,18.87825358899094,0.03,1,150.03,20.0
OBJ_004,59000.84513326591,18.91409947301748,0.03,2,150.04,20.0
OBJ_004,59002.270948049416,18.935610539611897,0.03,2,150.04,20.0
OBJ_004,59006.42677373481,18.869019623044917,0.03,1,150.04,20.0
OBJ_004,59006.7967132005,18.92418834538781,0.03,2,150.04,20.0
OBJ_004,59010.539576724645,18.852475755286424,0.03,1,150.04,20.0
OBJ_004,59010.70686461731,18.85298409846317,0.03,2,150.04,20.0
OBJ_004,59011.688617229585,18.91659639865452,0.03,2,150.04,20.0
OBJ_004,59012.309055633596,18.856865526180627,0.03,1,150.04,20.0
OBJ_004,59012.944274504385,18.92514011190646,0.03,1,150.04,20.0
OBJ_004,59014.75483878871,19.00636841151573,0.03,2,150.04,20.0
OBJ_004,59015.58714787209,18.8024765578969,0.03,2,150.04,20.0
OBJ_004,59016.63416130305,18.849173965938203,0.03,1,150.04,20.0
OBJ_004,59016.866294563624,18.9427914938364,0.03,2,150.04,20.0
OBJ_004,59020.028000489496,18.879530276269605,0.03,1,150.04,20.0
OBJ_004,59020.78298858405,18.944838677233893,0.03,1,150.04,20.0
OBJ_004,59021.771267403245,18.836280971087618,0.03,2,150.04,20.0
OBJ_004,59021.921525027195,18.90335139363466,0.03,2,150.04,20.0
OBJ_004,59022.26070983644,18.879256368853124,0.03,1,150.04,20.0
OBJ_004,59024.635805321006,18.893802720887933,0.03,1,150.04,20.0
OBJ_004,59026.34776755376,18.903339985697034,0.03,2,150.04,20.0
OBJ_004,59026.49273817715,18.825783866611467,0.03,2,150.04,20.0
OBJ_004,59028.45996809088,18.8330773104763,0.03,2,150.04,20.0
OBJ_004,59032.00733777436,18.956746385089037,0.03,2,150.04,20.0
OBJ_004,59032.94722778036,18.901444870323314,0.03,1,150.04,20.0
OBJ_004,59033.90354466206,18.892101501391895,0.03,1,150.04,20.0
OBJ_004,59033.97170883792,18.884580448613587,0.03,1,150.04,20.0
OBJ_004,59034.05324423678,18.90461130967957,0.03,2,150.04,20.0
OBJ_004,59034.28112663728,18.828987347773992,0.03,2,150.04,20.0
OBJ_004,59036.06702909854,18.836832818149496,0.03,2,150.04,20.0
OBJ_004,59037.79269480823,18.952009597104585,0.03,2,150.04,20.0
OBJ_004,59037.87905646758,18.89434794583662,0.03,1,150.04,20.0
OBJ_004,59038.42618436359,18.929299228426967,0.03,1,150.04,20.0
OBJ_004,59038.64336239653,18.856500984398203,0.03,1,150.04,20.0
OBJ_004,59040.59427180195,18.95562045376223,0.03,2,150.04,20.0
OBJ_004,59041.79378671046,18.90404810501024,0.03,2,150.04,20.0
OBJ_004,59042.52203220298,18.91084647570677,0.03,1,150.04,20.0
OBJ_004,59042.78824582289,18.914220651630053,0.03,2,150.04,20.0
OBJ_004,59044.477928529384,18.84693372277566,0.03,1,150.04,20.0
OBJ_004,59047.355122745146,18.79349814157426,0.03,1,150.04,20.0
OBJ_004,59054.1497693809,18.833044051390008,0.03,2,150.04,20.0
OBJ_004,59056.1255519261,18.968310327613583,0.03,1,150.04,20.0
OBJ_004,59059.731536539606,18.95181838326029,0.03,2,150.04,20.0
OBJ_004,59060.18553167859,18.869438116345368,0.03,2,150.04,20.0
OBJ_004,59062.03715632371,18.871700368392457,0.03,2,150.04,20.0
OBJ_004,59063.764953495804,18.93861447860606,0.03,2,150.04,20.0
OBJ_004,59065.88720750329,18.878363691106586,0.03,1,150.04,20.0
OBJ_004,59067.400986003966,18.821821191237724,0.03,2,150.04,20.0
OBJ_004,59067.49601749336,18.950061339374074,0.03,2,150.04,20.0
OBJ_004,59067.63857188475,18.91064311363996,0.03,2,150.04,20.0
OBJ_004,59068.082039932364,18.760967198994088,0.03,1,150.04,20.0
OBJ_004,59070.31747387055,18.87112467946777,0.03,1,150.04,20.0
OBJ_004,59071.05901822625,18.893967694908483,0.03,1,150.04,20.0
OBJ_004,59072.57242876175,18.910846526097203,0.03,1,150.04,20.0
OBJ_004,59074.02195418242,18.894391744209848,0.03,2,150.04,20.0
OBJ_004,59076.633732316666,18.854997094882084,0.03,1,150.04,20.0
OBJ_004,59078.91359629396,18.880996232542767,0.03,2,150.04,20.0
OBJ_004,59080.01416647291,18.901524200641443,0.03,2,150.04,20.0
OBJ_004,59082.360675340075,18.873383980463565,0.03,1,150.04,20.0
OBJ_004,59084.4223687674,18.868189148758955,0.03,2,150.04,20.0
OBJ_004,59087.34044660736,18.949388381677505,0.03,1,150.04,20.0
OBJ_005,59001.07187645069,16.777540630733487,0.03,1,150.05,20.0
OBJ_005,59001.265317663405,16.742295117342245,0.03,2,150.05,20.0
OBJ_005,59001.42673753046,16.725159393843786,0.03,2,150.05,20.0
OBJ_005,59006.78498648249,16.7523756062179,0.03,2,,20.0
OBJ_005,59007.51836788907,16.75665945645941,0.03,2,150.05,20.0
OBJ_005,59008.07238999948,16.721616488247406,0.03,2,150.05,20.0
OBJ_005,59010.057303377274,16.778239035728745,0.03,2,150.05,20.0
OBJ_005,59014.5087035396,16.794239005772063,0.03,1,150.05,20.0
OBJ_005,59016.324900954955,16.764813398239784,0.03,2,150.05,20.0
OBJ_005,59017.452615308146,16.842583807398317,0.03,2,150.05,20.0
OBJ_005,59017.717680328446,16.7252923124907,0.03,1,150.05,20.0
OBJ_005,59018.63257873112,16.782939083883292,0.03,2,150.05,20.0
OBJ_005,59019.02466399049,16.736472522946784,0.03,2,150.05,20.0
OBJ_005,59021.5558059925,16.768640738157,0.03,1,150.05,20.0
OBJ_005,59024.35746954005,16.715411795994132,0.03,1,150.05,20.0
OBJ_005,59026.08570348344,16.812665431841477,0.03,1,150.05,20.0
OBJ_005,59026.61185222979,16.765710308261102,0.03,2,150.05,20.0
OBJ_005,59026.86565452522,16.816521487951896,0.03,1,150.05,20.0
OBJ_005,59029.41630177912,16.69360448413205,0.03,2,150.05,20.0
OBJ_005,59030.08812174707,16.7322335025132,0.03,2,150.05,20.0
OBJ_005,59031.66373962332,16.712280972959334,0.03,1,150.05,20.0
OBJ_005,59031.83099408175,16.730312169708665,0.03,2,150.05,20.0
OBJ_005,59032.01818978083,16.722278778113946,0.03,1,150.05,20.0
OBJ_005,59032.837150238054,16.750882216258873,0.03,1,150.05,20.0
OBJ_005,59033.38942506461,16.756046905786846,0.03,2,150.05,20.0
OBJ_005,59033.50169217755,16.75486001973841,0.03,1,150.05,20.0
OBJ_005,59033.807809313475,16.729133069297646,0.03,1,150.05,20.0
OBJ_005,59034.15378650319,16.76628052186767,0.03,2,150.05,20.0
OBJ_005,59036.50247180203,16.80069003774978,0.03,2,150.05,20.0
OBJ_005,59036.83263060652,16.711795484673793,0.03,2,150.05,20.0
OBJ_005,59038.21559254412,16.756953694223334,0.03,1,150.05,20.0
OBJ_005,59038.801957058415,16.753205718514444,0.03,2,150.05,20.0
OBJ_005,59039.447453446955,16.780326994684426,0.03,2,150.05,20.0
OBJ_005,59039.516138946114,16.75371633373455,0.03,2,150.05,20.0
OBJ_005,59042.26934925024,16.756126022793488,0.03,1,150.05,20.0
OBJ_005,59051.33881903503,16.70735447386183,0.03,2,150.05,20.0
OBJ_005,59051.79858587272,16.75799445492622,0.03,1,150.05,20.0
OBJ_005,59053.31265824096,16.710815038508283,0.03,1,150.05,20.0
OBJ_005,59053.59993693569,16.782694475381444,0.03,1,150.05,20.0
OBJ_005,59054.90985588956,16.75174831625891,0.03,2,150.05,20.0
OBJ_005,59055.881800857795,16.758902183853973,0.03,2,150.05,20.0
OBJ_005,59058.774789653144,16.712349744618724,0.03,2,150.05,20.0
OBJ_005,59059.21841548152,16.797097141970323,0.03,1,150.05,20.0
OBJ_005,59061.91230692501,16.791524958419846,0.03,2,150.05,20.0
OBJ_005,59064.494442864394,16.799985459425727,0.03,1,150.05,20.0
OBJ_005,59066.26104343527,16.868278567018898,0.03,1,150.05,20.0
OBJ_005,59068.30991020539,16.754283293858585,0.03,1,150.05,20.0
OBJ_005,59069.71870117385,16.81707940476363,0.03,1,150.05,20.0
OBJ_005,59073.29728771997,16.750717872652043,0.03,2,150.05,20.0
OBJ_005,59077.25917929988,16.776613627765254,0.03,1,150.05,20.0
OBJ_005,59078.227434397224,16.775176134353885,0.03,2,150.05,20.0
OBJ_005,59079.47702013464,16.770138851141162,0.03,2,150.05,20.0
OBJ_005,59082.12913167083,16.789822071899255,0.03,1,150.05,20.0
OBJ_005,59082.727099031414,16.741712443956274,0.03,2,150.05,20.0
OBJ_005,59083.69167712973,16.758955877052312,0.03,2,150.05,20.0
OBJ_005,59084.66648441556,16.783674745340328,0.03,2,150.05,20.0
OBJ_005,59087.86205315466,16.844301957975162,0.03,2,150.05,20.0
OBJ_005,59089.25162465005,16.714791429524116,0.03,1,150.05,20.0
OBJ_005,59089.29510978823,16.666602631954092,0.03,2,150.05,20.0
OBJ_005,59089.576982304905,16.732704988415854,0.03,1,150.05,20.0
OBJ_006,59000.019952973926,17.014612562617973,0.03,1,150.06,20.0
OBJ_006,59001.20516111875,16.988059687001673,0.03,1,150.06,20.0
OBJ_006,59002.54573769155,17.064764270927363,0.03,2,150.06,20.0
OBJ_006,59004.14337242163,16.980966377133317,0.03,2,150.06,20.0
OBJ_006,59006.92520401051,17.012772861516392,0.03,1,150.06,20.0
OBJ_006,59007.159640491234,17.015242721748535,0.03,2,150.06,20.0
OBJ_006,59008.36914140591,17.055268689070683,0.03,1,150.06,20.0
OBJ_006,59009.53000175738,16.89959488798615,0.03,1,150.06,20.0
OBJ_006,59011.048119054845,17.009858871214657,0.03,2,150.06,20.0
OBJ_006,59011.106209534686,17.064870875468138,0.03,1,150.06,20.0
OBJ_006,59014.61990984375,17.00880570614313,0.03,1,150.06,20.0
OBJ_006,59015.546660249325,16.95054326968506,0.03,1,150.06,20.0
OBJ_006,59020.26467877093,17.043220026633655,0.03,2,150.06,20.0
OBJ_006,59021.78849619303,17.043724463316632,0.03,1,150.06,20.0
OBJ_006,59024.94262277289,17.01336564840659,0.03,2,150.06,20.0
OBJ_006,59026.44411179492,16.96890033263987,0.03,1,150.06,20.0
OBJ_006,59030.583003940745,16.9898563607281,0.03,2,150.06,20.0
